sale_id,cst_id,prd_id,sale_date,quantity,unit_price,sale_amount,channel
1304,120.0,120.0,2023-12-02,,56.0,,Online
1305,2.0,134.0,2023-08-01,3.0,415.1,1245.3,Unknown
1306,295.0,72.0,2023-09-16,2.0,384.67,769.34,Store
1307,255.0,1.0,2025-06-17,3.0,464.58,1393.74,Partner
1308,147.0,148.0,2025-02-28,1000.0,158.96,158960.0,Unknown
1309,162.0,107.0,2024-08-30,1000.0,1549.04,1549040.0,Online
1310,247.0,77.0,UNKNOWN,2.0,1146.61,2293.22,Unknown
1311,320.0,66.0,2023-08-05,1000.0,59.83,59830.0,Partner
1312,90.0,21.0,2024-10-25,1000.0,1079.21,1079210.0,Unknown
1313,35.0,150.0,2024-01-08,1.0,106.44,106.44,Online
1314,182.0,62.0,2025-04-21,1000.0,NaN,,Partner
1315,449.0,148.0,2024-09-12,2.0,745.28,1490.56,Partner
1316,199.0,78.0,2025-05-22,2.0,956.25,1912.5,Partner
1317,158.0,78.0,2024-08-31,1000.0,785.35,785350.0,
1318,231.0,126.0,2025-05-08,3.0,900.29,2700.87,Partner
1319,110.0,133.0,2024-07-23,1000.0,258.32,258320.0,Store
1320,430.0,87.0,2024-04-09,3.0,543.68,1631.04,
1321,233.0,48.0,2023-08-03,2.0,299.13,598.26,Online
1322,257.0,124.0,2025-04-05,1000.0,1842.36,1842360.0,
1323,134.0,144.0,2023-11-07,,852.08,,Store
1324,443.0,127.0,2024-06-11,1000.0,273.13,273130.0,Partner
1325,66.0,15.0,2025-05-27,3.0,53.03,159.09,Partner
1326,,144.0,2025-05-26,,441.59,,Partner
1327,135.0,38.0,2024-11-28,,1880.4,,Partner
1328,9.0,45.0,2025-06-12,1.0,243.7,243.7,Store
1329,383.0,25.0,2023-08-13,-1.0,NaN,,
1330,86.0,143.0,2024-08-17,1000.0,322.02,322020.0,Unknown
1331,116.0,141.0,2023-10-01,3.0,1457.87,4373.61,
1332,247.0,43.0,2024-03-14,1.0,955.99,955.99,Online
1333,430.0,147.0,2024-02-20,1000.0,1939.54,1939540.0,Online
1334,43.0,16.0,2024-10-10,2.0,NaN,,Unknown
1335,383.0,104.0,2024-07-04,1.0,1392.17,1392.17,Partner
1336,387.0,5.0,2025-07-02,3.0,27.29,81.87,Partner
1337,212.0,111.0,2024-11-03,,201.94,,
1338,444.0,53.0,2024-09-17,-1.0,1605.44,,Store
1339,246.0,56.0,2024-07-07,,831.75,,Unknown
1340,105.0,93.0,2024-01-04,-1.0,1875.39,,
1341,105.0,105.0,2025-02-27,1.0,558.97,558.97,Partner
1342,40.0,136.0,2024-05-18,,1903.17,,Online
1343,97.0,28.0,UNKNOWN,1.0,1993.74,1993.74,
1344,,1.0,2024-03-08,2.0,1079.57,2159.14,Partner
1345,192.0,49.0,2024-03-21,1000.0,1459.65,1459650.0,Online
1346,462.0,121.0,2025-04-23,,1992.13,,Unknown
1347,215.0,,2025-06-05,3.0,632.62,1897.86,Store
1348,274.0,6.0,2024-09-23,2.0,1915.71,3831.42,Unknown
1349,179.0,63.0,2025-06-08,3.0,174.42,523.26,Online
1350,319.0,16.0,2024-12-20,-1.0,742.96,,Partner
1351,398.0,132.0,2024-07-23,3.0,655.03,1965.09,
1352,327.0,107.0,2023-11-04,-1.0,1973.95,,Online
1353,61.0,112.0,2023-09-17,-1.0,NaN,,Store
1354,309.0,149.0,2025-06-09,1.0,101.76,101.76,
1355,449.0,10.0,2023-10-01,-1.0,1293.75,,Unknown
1356,318.0,9.0,2025-03-04,3.0,1204.83,3614.49,Store
1357,296.0,132.0,2023-10-03,2.0,489.26,978.52,Unknown
1358,362.0,130.0,2024-11-05,1000.0,52.95,52950.0,Online
1359,407.0,40.0,2025-07-03,-1.0,518.7,,Store
1360,470.0,112.0,2023-10-05,-1.0,609.93,,Partner
1361,284.0,78.0,2024-12-07,2.0,1476.77,2953.54,
1362,170.0,105.0,2024-01-06,-1.0,778.26,,Unknown
1363,266.0,46.0,2024-01-25,-1.0,1143.97,,Unknown
1364,499.0,89.0,2024-03-14,2.0,1567.94,3135.88,Unknown
1365,193.0,122.0,2024-07-29,1.0,869.62,869.62,Online
1366,389.0,69.0,2025-07-07,1000.0,518.48,518480.0,Online
1367,111.0,102.0,2024-04-28,1.0,32.04,32.04,Unknown
1368,483.0,35.0,2024-11-08,3.0,79.63,238.89,Partner
1369,301.0,102.0,2023-07-19,1.0,827.63,827.63,Unknown
1370,273.0,71.0,2024-07-18,3.0,507.58,1522.74,
1371,293.0,131.0,2025-02-15,-1.0,1059.2,,
1372,457.0,27.0,2024-10-01,,1464.93,,
1373,22.0,70.0,2025-01-25,,884.24,,Online
1374,101.0,148.0,2024-06-13,,815.54,,
1375,34.0,11.0,2024-08-22,,1790.88,,Partner
1376,444.0,86.0,2023-08-24,3.0,288.23,864.69,Online
1377,133.0,39.0,2025-04-02,-1.0,852.87,,Online
1378,311.0,112.0,2024-04-26,1.0,846.99,846.99,Store
1379,89.0,102.0,2024-03-03,2.0,388.87,777.74,Unknown
1380,81.0,58.0,2025-01-23,,943.67,,Unknown
1381,312.0,33.0,2025-05-07,1000.0,162.84,162840.0,Store
1382,295.0,100.0,2025-01-05,1.0,228.65,228.65,Unknown
1383,431.0,66.0,2025-06-12,,218.0,,Store
1384,391.0,96.0,2023-07-19,3.0,709.04,2127.12,Partner
1385,431.0,58.0,2025-02-25,,748.87,,
1386,473.0,9.0,2023-08-19,,239.42,,
1387,33.0,119.0,2024-07-27,3.0,1205.32,3615.96,Unknown
1388,80.0,67.0,2023-12-24,2.0,222.15,444.3,
1389,99.0,11.0,2025-06-10,-1.0,881.19,,Partner
1390,45.0,59.0,2024-06-14,2.0,1701.37,3402.74,
1391,206.0,111.0,2024-10-11,2.0,517.16,1034.32,Store
1392,128.0,38.0,2023-09-02,1000.0,1369.11,1369110.0,Online
1393,452.0,70.0,2024-08-28,,1608.89,,
1394,186.0,123.0,2024-02-14,1.0,1941.42,1941.42,
1395,28.0,33.0,2024-10-17,-1.0,1756.8,,Online
1396,165.0,143.0,2024-04-17,1000.0,1667.14,1667140.0,Unknown
1397,98.0,148.0,2024-10-15,3.0,84.54,253.62,
1398,158.0,7.0,2024-08-05,1000.0,461.26,461260.0,Store
1399,231.0,92.0,UNKNOWN,3.0,1402.67,4208.01,
1400,46.0,54.0,2024-01-04,1000.0,919.84,919840.0,
1401,52.0,105.0,2023-12-04,-1.0,328.51,,
1402,316.0,54.0,2024-04-16,1000.0,754.63,754630.0,Unknown
1403,380.0,127.0,2023-08-14,1.0,511.69,511.69,
1404,315.0,56.0,2024-07-26,2.0,762.55,1525.1,Online
1405,340.0,34.0,2024-07-20,-1.0,734.12,,
1406,164.0,91.0,2024-07-12,3.0,1012.63,3037.89,Store
1407,380.0,41.0,2023-12-07,-1.0,364.13,,Store
1408,222.0,134.0,2024-03-20,3.0,172.58,517.74,Unknown
1409,410.0,36.0,2024-09-29,-1.0,459.72,,
1410,454.0,57.0,2023-11-08,3.0,1546.43,4639.29,Store
1411,401.0,46.0,2024-05-19,2.0,1713.07,3426.14,Unknown
1412,499.0,149.0,2024-09-02,1000.0,1728.57,1728570.0,Online
1413,303.0,10.0,2024-02-17,1000.0,547.35,547350.0,Store
1414,209.0,59.0,2023-09-21,3.0,1362.99,4088.97,Online
1415,440.0,14.0,2024-11-07,1000.0,1867.41,1867410.0,Store
1416,137.0,,2024-02-02,3.0,1421.93,4265.79,Store
1417,29.0,80.0,2024-09-05,,917.83,,
1418,351.0,54.0,2024-12-30,,1958.37,,Store
1419,317.0,9.0,2023-11-03,,1719.1,,Partner
1420,412.0,115.0,2024-03-03,,602.18,,Unknown
1421,215.0,,2023-12-29,1.0,1842.05,1842.05,Unknown
1422,470.0,60.0,2025-02-22,1000.0,44.93,44930.0,
1423,196.0,51.0,2024-11-30,2.0,NaN,,Partner
1424,195.0,138.0,2024-10-29,-1.0,772.06,,Online
1425,48.0,132.0,2024-08-21,-1.0,1728.55,,Unknown
1426,,72.0,2024-08-06,,813.33,,Partner
1427,455.0,22.0,2024-05-24,3.0,1592.14,4776.42,
1428,360.0,125.0,2024-05-21,1000.0,1498.81,1498810.0,
1429,326.0,4.0,2023-09-26,3.0,1686.79,5060.37,Partner
1430,341.0,57.0,2024-10-27,1.0,1122.5,1122.5,Partner
1431,410.0,135.0,2024-10-23,1000.0,955.8,955800.0,Unknown
1432,208.0,96.0,2023-07-12,1.0,797.61,797.61,
1433,214.0,30.0,2023-12-06,1000.0,1612.06,1612060.0,
1434,474.0,108.0,2025-04-18,-1.0,513.01,,Online
1435,352.0,99.0,2024-04-09,1.0,1850.84,1850.84,Partner
1436,416.0,99.0,2024-05-22,1000.0,95.35,95350.0,Store
1437,476.0,92.0,2024-06-22,3.0,1713.66,5140.98,
1438,88.0,37.0,2024-09-23,-1.0,1127.99,,Partner
1439,196.0,126.0,2025-06-13,3.0,911.88,2735.64,Partner
1440,292.0,139.0,2024-07-13,1000.0,1694.13,1694130.0,Store
1441,489.0,119.0,2025-05-20,,616.69,,Partner
1442,271.0,41.0,2025-06-25,1000.0,918.17,918170.0,Unknown
1443,139.0,8.0,2024-10-28,,1901.04,,Partner
1444,410.0,38.0,2025-06-29,-1.0,1385.68,,Partner
1445,45.0,116.0,2023-12-20,2.0,245.38,490.76,Online
1446,6.0,110.0,2024-04-13,2.0,732.74,1465.48,Store
1447,118.0,93.0,2023-10-24,2.0,509.97,1019.94,Online
1448,410.0,68.0,2023-08-10,-1.0,1317.35,,
1449,473.0,34.0,2024-03-15,1000.0,230.88,230880.0,
1450,325.0,143.0,2024-10-23,1000.0,1160.84,1160840.0,Store
1451,67.0,147.0,2024-09-09,1000.0,1694.43,1694430.0,Online
1452,283.0,117.0,2023-11-15,3.0,713.3,2139.9,Unknown
1453,26.0,120.0,2023-09-30,-1.0,897.76,,Online
1454,81.0,133.0,2025-05-15,2.0,57.19,114.38,Online
1455,24.0,55.0,2024-10-07,,1306.94,,Store
1456,339.0,96.0,2024-01-24,1.0,429.05,429.05,Unknown
1457,433.0,,2024-05-12,1.0,1184.47,1184.47,Unknown
1458,174.0,131.0,2025-06-08,-1.0,1960.68,,Store
1459,377.0,149.0,2023-08-16,3.0,1324.84,3974.52,Partner
1460,413.0,108.0,2025-06-17,1.0,1571.27,1571.27,Unknown
1461,238.0,93.0,2023-11-27,2.0,965.23,1930.46,Store
1462,75.0,8.0,2024-10-27,1000.0,226.41,226410.0,Unknown
1463,46.0,3.0,2023-08-01,,1610.89,,Online
1464,96.0,112.0,2024-01-18,1.0,938.8,938.8,Online
1465,416.0,135.0,2024-09-22,,273.86,,Unknown
1466,347.0,10.0,2025-02-02,,1903.52,,Store
1467,453.0,118.0,2025-05-09,1.0,NaN,,Online
1468,329.0,77.0,2024-04-25,-1.0,740.21,,Partner
1469,,121.0,2023-11-20,3.0,1237.32,3711.96,Store
1470,468.0,77.0,2023-10-18,1000.0,1662.29,1662290.0,
1471,265.0,148.0,2024-06-19,2.0,1247.86,2495.72,Partner
1472,413.0,110.0,2025-06-02,,919.29,,Online
1473,148.0,144.0,2025-06-12,1.0,743.55,743.55,Partner
1474,89.0,23.0,2025-03-14,1000.0,436.86,436860.0,Partner
1475,426.0,1.0,2023-12-14,-1.0,1813.37,,
1476,7.0,86.0,2025-04-01,,1101.4,,Unknown
1477,184.0,38.0,2024-04-08,-1.0,1466.46,,
1478,454.0,98.0,2025-05-06,1.0,1310.72,1310.72,Unknown
1479,231.0,27.0,2023-08-27,,1667.72,,
1480,205.0,145.0,2024-06-24,2.0,822.95,1645.9,Unknown
1481,311.0,62.0,2023-07-17,1.0,679.84,679.84,Online
1482,22.0,114.0,2025-01-22,1000.0,371.57,371570.0,Online
1483,12.0,147.0,2025-03-04,2.0,1965.77,3931.54,Online
1484,43.0,107.0,2025-03-16,1.0,NaN,,Unknown
1485,498.0,66.0,2024-03-07,2.0,686.22,1372.44,Store
1486,259.0,74.0,2025-02-25,1000.0,24.68,24680.0,Store
1487,201.0,,2024-12-21,1000.0,943.49,943490.0,Store
1488,133.0,90.0,UNKNOWN,2.0,265.83,531.66,Online
1489,49.0,74.0,2024-01-07,-1.0,1392.56,,Partner
1490,169.0,112.0,2024-04-30,-1.0,781.2,,Store
1491,182.0,95.0,2024-05-20,1.0,1017.48,1017.48,Partner
1492,69.0,121.0,2023-07-11,1.0,125.08,125.08,Online
1493,287.0,126.0,2025-03-29,2.0,1164.23,2328.46,Partner
1494,261.0,14.0,2023-11-27,1.0,1877.08,1877.08,Online
1495,227.0,24.0,2024-02-14,-1.0,1763.4,,Partner
1496,196.0,,2024-09-09,-1.0,1634.73,,
1497,357.0,120.0,2024-02-17,,NaN,,Partner
1498,315.0,98.0,2023-08-12,,850.22,,Unknown
1499,122.0,57.0,2024-07-23,,67.07,,Partner
1500,200.0,43.0,2025-04-17,,1556.85,,Store
1501,27.0,100.0,2024-11-11,2.0,1750.9,3501.8,
1502,66.0,119.0,2025-04-15,,349.1,,
1503,71.0,48.0,2024-01-06,2.0,1202.13,2404.26,Unknown
1504,12.0,53.0,2023-12-14,1.0,1976.39,1976.39,
1505,51.0,130.0,2024-04-13,2.0,723.92,1447.84,Online
1506,445.0,145.0,2023-08-05,1000.0,966.48,966480.0,Store
1507,196.0,17.0,2025-04-07,,1604.93,,
1508,,101.0,2023-09-11,2.0,451.75,903.5,
1509,426.0,,2024-12-27,3.0,1562.95,4688.85,Unknown
1510,341.0,32.0,2023-11-26,3.0,515.82,1547.46,Store
1511,463.0,3.0,2023-09-06,-1.0,216.81,,Store
1512,386.0,133.0,2023-09-08,2.0,1130.68,2261.36,Store
1513,8.0,6.0,2024-11-19,,227.83,,Store
1514,9.0,54.0,2024-11-13,3.0,1362.31,4086.93,Partner
1515,63.0,40.0,2024-01-17,,48.31,,
1516,374.0,78.0,2024-05-10,,944.12,,Unknown
1517,267.0,115.0,2024-01-30,1.0,1216.73,1216.73,Partner
1518,392.0,143.0,UNKNOWN,,202.72,,Store
1519,126.0,51.0,2025-03-10,1000.0,700.62,700620.0,Online
1520,487.0,132.0,2023-07-15,1.0,1062.67,1062.67,Online
1521,149.0,93.0,2025-05-31,-1.0,1021.7,,Unknown
1522,302.0,72.0,2025-01-11,1000.0,959.11,959110.0,Partner
1523,63.0,111.0,2024-06-26,1000.0,1050.15,1050150.0,Partner
1524,415.0,6.0,2024-02-13,1.0,1509.66,1509.66,Partner
1525,25.0,127.0,2023-12-05,3.0,1650.53,4951.59,
1526,120.0,107.0,2025-03-02,,287.13,,
1527,66.0,94.0,2025-01-19,1000.0,963.25,963250.0,
1528,302.0,144.0,2025-02-20,3.0,1663.25,4989.75,Online
1529,48.0,74.0,2024-10-11,,1721.61,,
1530,210.0,126.0,UNKNOWN,3.0,1561.18,4683.54,Store
1531,328.0,70.0,2025-06-17,2.0,199.85,399.7,Unknown
1532,289.0,148.0,2024-10-07,-1.0,NaN,,Partner
1533,114.0,66.0,2024-10-26,,1347.12,,Online
1534,374.0,55.0,2025-03-17,,1815.71,,
1535,5.0,60.0,2024-10-05,,240.38,,Partner
1536,131.0,141.0,2023-10-13,1.0,1146.86,1146.86,Online
1537,389.0,84.0,2024-12-29,3.0,1802.72,5408.16,Online
1538,418.0,147.0,2023-08-19,3.0,141.0,423.0,Store
1539,384.0,,2023-11-19,,315.6,,Online
1540,428.0,112.0,2024-11-14,,1201.11,,Unknown
1541,195.0,23.0,2025-03-30,2.0,872.12,1744.24,Partner
1542,77.0,114.0,2024-05-18,-1.0,701.01,,Online
1543,86.0,78.0,2023-08-01,2.0,1308.78,2617.56,
1544,340.0,114.0,2024-07-22,1.0,NaN,,Store
1545,274.0,136.0,2024-08-16,,464.82,,Store
1546,447.0,139.0,2024-11-26,3.0,1499.95,4499.85,
1547,270.0,114.0,2025-01-30,1000.0,738.04,738040.0,Partner
1548,368.0,68.0,2024-04-14,-1.0,1967.81,,Store
1549,1.0,104.0,2024-03-22,1.0,1294.38,1294.38,Store
1550,57.0,55.0,2024-05-05,-1.0,437.6,,Partner
1551,79.0,102.0,2024-11-01,1000.0,583.71,583710.0,
1552,108.0,83.0,2023-12-03,3.0,1352.95,4058.85,Partner
1553,460.0,62.0,2024-08-16,3.0,717.71,2153.13,Partner
1554,176.0,147.0,2024-04-18,,1492.97,,Partner
1555,373.0,100.0,2023-10-23,-1.0,1773.8,,
1556,483.0,43.0,2025-04-15,1000.0,603.32,603320.0,Online
1557,249.0,57.0,2024-11-20,-1.0,1440.41,,Store
1558,328.0,60.0,2025-04-11,,1257.48,,Online
1559,10.0,136.0,2024-08-30,1000.0,652.38,652380.0,Store
1560,205.0,85.0,2024-09-01,2.0,24.41,48.82,Unknown
1561,411.0,29.0,2025-05-27,1000.0,362.72,362720.0,Partner
1562,246.0,27.0,2024-01-13,1000.0,1581.73,1581730.0,
1563,376.0,100.0,2024-08-22,1.0,163.25,163.25,
1564,167.0,61.0,2024-08-12,3.0,412.68,1238.04,Store
1565,244.0,17.0,2023-11-19,-1.0,320.98,,
1566,41.0,,2025-02-05,-1.0,1683.66,,Partner
1567,326.0,54.0,2024-04-02,,320.09,,Partner
1568,481.0,80.0,2025-01-26,-1.0,1214.62,,Online
1569,460.0,75.0,2024-06-17,1.0,1684.59,1684.59,Online
1570,404.0,1.0,2024-08-21,1.0,1352.77,1352.77,Unknown
1571,308.0,16.0,2024-01-06,2.0,495.93,991.86,Unknown
1572,473.0,104.0,2024-09-23,3.0,792.18,2376.54,Unknown
1573,319.0,71.0,2023-10-24,2.0,925.43,1850.86,Store
1574,276.0,150.0,2024-08-26,1.0,1180.42,1180.42,Unknown
1575,495.0,21.0,2024-07-24,2.0,1022.85,2045.7,Unknown
1576,496.0,48.0,2024-12-01,-1.0,1140.94,,Online
1577,362.0,87.0,2023-08-07,2.0,1191.05,2382.1,Partner
1578,498.0,61.0,2024-10-01,,1710.79,,Store
1579,351.0,104.0,2024-08-22,,887.67,,Partner
1580,476.0,90.0,2024-03-23,2.0,962.85,1925.7,Store
1581,228.0,105.0,2025-04-15,3.0,1079.06,3237.18,Partner
1582,62.0,18.0,2023-11-16,3.0,171.51,514.53,Partner
1583,334.0,12.0,2024-03-29,,889.01,,Store
1584,316.0,78.0,2024-10-28,-1.0,1714.58,,Partner
1585,218.0,134.0,2025-06-08,1.0,757.42,757.42,
1586,115.0,56.0,2023-08-10,1000.0,1589.78,1589780.0,Store
1587,209.0,34.0,2025-04-02,1.0,1670.53,1670.53,Unknown
1588,163.0,107.0,2025-02-20,-1.0,1488.59,,
1589,184.0,103.0,2024-09-18,3.0,153.25,459.75,Online
1590,224.0,,2024-07-26,-1.0,285.75,,
1591,58.0,132.0,2024-05-05,1.0,531.43,531.43,Unknown
1592,226.0,1.0,2024-12-23,3.0,20.86,62.58,Online
1593,219.0,7.0,2024-09-16,1.0,1135.72,1135.72,Store
1594,370.0,87.0,UNKNOWN,1.0,1552.31,1552.31,Unknown
1595,,124.0,2024-09-11,3.0,1574.49,4723.47,Partner
1596,290.0,133.0,2023-10-02,,117.18,,
1597,180.0,,2025-02-03,1.0,847.55,847.55,Partner
1598,419.0,8.0,2025-02-05,3.0,1846.71,5540.13,Online
1599,428.0,76.0,2024-10-17,-1.0,794.34,,Store
1600,402.0,120.0,2024-07-04,,639.11,,Partner
1601,20.0,139.0,2024-04-02,1000.0,422.98,422980.0,Online
1602,378.0,96.0,2024-02-09,1.0,130.88,130.88,
1603,244.0,99.0,2023-07-30,1.0,1765.11,1765.11,Partner
1604,80.0,24.0,2025-04-14,1.0,1024.76,1024.76,Unknown
1605,144.0,146.0,2023-11-15,1.0,888.63,888.63,Online
1606,269.0,30.0,2024-04-17,-1.0,1751.19,,Unknown
1607,278.0,103.0,2025-02-10,1000.0,956.91,956910.0,Partner
1608,111.0,96.0,2024-07-27,1.0,1449.18,1449.18,Online
1609,340.0,92.0,2024-04-26,1.0,1974.27,1974.27,Partner
1610,246.0,148.0,2024-03-09,,554.09,,Unknown
1611,284.0,57.0,2024-06-27,2.0,1810.85,3621.7,Store
1612,322.0,148.0,2025-05-29,-1.0,832.63,,Partner
1613,131.0,113.0,2023-11-12,-1.0,NaN,,Online
1614,356.0,111.0,2023-10-03,3.0,470.27,1410.81,Partner
1615,43.0,127.0,2024-11-29,3.0,211.79,635.37,Partner
1616,448.0,2.0,2025-01-31,,1996.46,,Partner
1617,18.0,80.0,2024-09-26,,893.38,,
1618,407.0,38.0,2023-08-17,1000.0,475.92,475920.0,Partner
1619,466.0,53.0,2023-07-12,2.0,1623.51,3247.02,Online
1620,3.0,143.0,2024-10-17,1000.0,171.44,171440.0,Store
1621,438.0,94.0,2024-12-09,3.0,16.36,49.08,Online
1622,113.0,,2024-11-08,1000.0,1888.46,1888460.0,
1623,124.0,26.0,2024-07-08,,830.39,,Unknown
1624,452.0,22.0,2024-10-22,3.0,1598.8,4796.4,Online
1625,205.0,57.0,2024-03-08,2.0,1706.42,3412.84,
1626,249.0,36.0,2024-11-11,,322.79,,Online
1627,178.0,50.0,2024-04-14,-1.0,1793.43,,Online
1628,140.0,91.0,UNKNOWN,2.0,NaN,,Unknown
1629,9.0,35.0,2025-01-26,-1.0,NaN,,Partner
1630,300.0,68.0,2023-07-22,1000.0,1050.82,1050820.0,Unknown
1631,202.0,14.0,2023-12-30,1.0,1693.72,1693.72,
1632,456.0,55.0,2025-07-01,-1.0,1853.44,,Store
1633,439.0,19.0,2023-12-31,-1.0,1831.52,,
1634,383.0,121.0,2024-06-12,3.0,174.59,523.77,Store
1635,207.0,134.0,2023-10-12,1.0,502.85,502.85,Partner
1636,71.0,99.0,2024-04-14,2.0,87.64,175.28,Store
1637,25.0,115.0,2023-09-21,1.0,944.57,944.57,Online
1638,384.0,2.0,2025-07-02,-1.0,1116.44,,Store
1639,474.0,28.0,2024-11-17,-1.0,1987.84,,Online
1640,407.0,47.0,2024-09-20,3.0,609.15,1827.45,Partner
1641,294.0,34.0,2024-01-14,-1.0,1788.9,,Unknown
1642,307.0,59.0,2024-05-23,,1845.83,,Partner
1643,364.0,100.0,2024-06-11,,1146.49,,
1644,179.0,95.0,2024-04-30,1.0,1934.18,1934.18,Partner
1645,379.0,110.0,2023-12-07,-1.0,1842.4,,Store
1646,350.0,24.0,2025-06-17,2.0,120.95,241.9,Unknown
1647,257.0,31.0,2025-06-08,2.0,966.43,1932.86,Partner
1648,22.0,13.0,UNKNOWN,1.0,385.13,385.13,Partner
1649,44.0,17.0,2024-11-01,2.0,1725.5,3451.0,Store
1650,487.0,32.0,2024-04-22,1.0,1962.43,1962.43,Unknown
1651,165.0,34.0,2024-09-14,3.0,972.05,2916.15,Online
1652,436.0,59.0,2025-04-24,3.0,104.12,312.36,Partner
1653,430.0,57.0,2024-05-14,2.0,1825.97,3651.94,Partner
1654,286.0,47.0,2024-09-05,1000.0,667.91,667910.0,Online
1655,11.0,150.0,2024-10-02,-1.0,947.03,,Online
1656,233.0,131.0,2025-03-06,1000.0,NaN,,Unknown
1657,164.0,149.0,2025-03-10,3.0,363.03,1089.09,Store
1658,46.0,35.0,2024-07-26,1000.0,525.57,525570.0,Store
1659,198.0,39.0,2025-02-05,1000.0,1183.37,1183370.0,Online
1660,134.0,73.0,2024-03-13,2.0,1493.59,2987.18,Unknown
1661,311.0,88.0,2024-07-05,3.0,1514.96,4544.88,Partner
1662,245.0,143.0,2024-03-18,1000.0,1521.36,1521360.0,Online
1663,137.0,130.0,2024-01-16,1.0,519.42,519.42,
1664,203.0,27.0,2023-10-03,1.0,1038.85,1038.85,Unknown
1665,,150.0,2024-04-25,1.0,1000.5,1000.5,
1666,398.0,28.0,2024-06-26,-1.0,603.72,,Store
1667,426.0,104.0,2024-03-10,1000.0,1578.53,1578530.0,Online
1668,176.0,13.0,2024-06-25,1.0,741.34,741.34,Partner
1669,401.0,92.0,2024-04-20,2.0,1894.76,3789.52,Store
1670,357.0,42.0,2024-09-19,3.0,1343.97,4031.91,Unknown
1671,52.0,37.0,2023-09-26,-1.0,711.47,,Online
1672,34.0,56.0,UNKNOWN,3.0,1115.53,3346.59,Online
1673,192.0,2.0,2023-10-13,1000.0,1477.34,1477340.0,Store
1674,79.0,104.0,2024-06-23,1.0,1915.16,1915.16,Partner
1675,353.0,27.0,2024-02-13,-1.0,528.99,,Store
1676,50.0,143.0,2023-07-22,3.0,187.36,562.08,Store
1677,310.0,65.0,2023-11-29,2.0,1967.17,3934.34,Unknown
1678,174.0,105.0,2023-08-14,1000.0,1250.14,1250140.0,Store
1679,52.0,139.0,2024-07-23,-1.0,1532.68,,
1680,142.0,128.0,2023-07-20,3.0,989.9,2969.7,Store
1681,92.0,66.0,2024-03-29,1.0,1062.42,1062.42,Online
1682,345.0,142.0,2025-02-03,2.0,696.36,1392.72,Partner
1683,265.0,70.0,2024-10-09,3.0,660.17,1980.51,Partner
1684,173.0,84.0,2024-01-21,-1.0,879.32,,Partner
1685,244.0,145.0,2025-03-31,,833.03,,Partner
1686,228.0,8.0,2024-05-29,-1.0,357.67,,
1687,195.0,3.0,2024-03-11,-1.0,1756.14,,Store
1688,299.0,86.0,2025-06-12,1000.0,891.27,891270.0,Unknown
1689,247.0,129.0,2025-04-07,-1.0,513.3,,Partner
1690,,34.0,2025-01-17,1.0,1129.06,1129.06,Unknown
1691,372.0,117.0,2024-06-19,1000.0,593.15,593150.0,
1692,333.0,102.0,2025-03-26,1000.0,1854.18,1854180.0,Partner
1693,108.0,143.0,UNKNOWN,2.0,767.39,1534.78,
1694,157.0,140.0,2024-02-14,2.0,881.08,1762.16,Partner
1695,393.0,90.0,2024-07-11,2.0,NaN,,
1696,242.0,11.0,2024-12-24,-1.0,160.23,,Unknown
1697,53.0,37.0,2024-10-10,-1.0,854.74,,Store
1698,211.0,71.0,2023-10-07,1000.0,312.55,312550.0,Store
1699,90.0,37.0,2024-08-26,,1193.96,,Unknown
1700,372.0,5.0,2025-04-04,1000.0,937.72,937720.0,Store
1701,,92.0,2023-08-31,,214.02,,Unknown
1702,394.0,114.0,2023-08-20,,506.89,,Unknown
1703,460.0,46.0,2024-10-27,,1567.94,,Partner
1704,208.0,49.0,2024-06-27,,63.45,,Store
1705,356.0,137.0,2025-04-19,1.0,32.74,32.74,Online
1706,443.0,104.0,2024-04-14,1000.0,1742.07,1742070.0,Online
1707,108.0,22.0,2024-10-10,,1923.27,,Unknown
1708,238.0,89.0,2023-08-07,2.0,1076.08,2152.16,Partner
1709,27.0,25.0,2023-08-06,1000.0,NaN,,Online
1710,57.0,74.0,2024-06-13,-1.0,1825.62,,Unknown
1711,171.0,135.0,2024-07-02,-1.0,362.14,,Unknown
1712,237.0,103.0,2025-04-19,3.0,738.61,2215.83,Unknown
1713,118.0,76.0,2025-06-12,1.0,209.78,209.78,Partner
1714,315.0,97.0,2024-11-24,2.0,1842.35,3684.7,
1715,124.0,82.0,2025-05-11,3.0,96.25,288.75,Unknown
1716,420.0,4.0,2024-02-15,1.0,266.8,266.8,
1717,135.0,100.0,2023-12-16,1000.0,1453.62,1453620.0,Unknown
1718,248.0,115.0,2024-09-20,2.0,357.87,715.74,Store
1719,181.0,22.0,2024-12-07,-1.0,602.29,,Unknown
1720,240.0,100.0,2023-08-21,-1.0,521.59,,Online
1721,173.0,139.0,2025-04-27,,NaN,,Unknown
1722,54.0,3.0,2025-02-17,-1.0,1592.12,,Partner
1723,139.0,79.0,UNKNOWN,2.0,321.09,642.18,
1724,375.0,33.0,2024-09-08,-1.0,1491.92,,Store
1725,159.0,103.0,2024-02-09,,1071.8,,Unknown
1726,274.0,106.0,2024-03-17,3.0,1907.7,5723.1,Store
1727,333.0,12.0,2025-01-09,3.0,1946.11,5838.33,Unknown
1728,110.0,95.0,2025-03-10,1000.0,113.5,113500.0,
